Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
33,21/06/2013,93.62,3.766,240.37,,,,440.96,,,False
33,28/06/2013,92.98,3.781,873.21,,,,559.31,,,False
33,05/07/2013,99.66,3.753,146.05,,,3.9,1423.19,,,False
33,12/07/2013,95.51,3.737,46.5,,,,638.62,,,False
33,19/07/2013,94.1,3.823,38.24,,,,500.49,,,False
33,26/07/2013,89.73,3.865,9.79,,,,500.03,,,False
34,05/02/2010,35.44,2.598,,,,,,126.4420645,9.521,False
34,12/02/2010,36.13,2.573,,,,,,126.4962581,9.521,True
34,19/02/2010,38.36,2.54,,,,,,126.5262857,9.521,False
34,26/02/2010,37.28,2.59,,,,,,126.5522857,9.521,False
34,05/03/2010,42.65,2.654,,,,,,126.5782857,9.521,False
34,12/03/2010,42.26,2.704,,,,,,126.6042857,9.521,False
34,19/03/2010,45.86,2.743,,,,,,126.6066452,9.521,False
34,26/03/2010,42.91,2.752,,,,,,126.6050645,9.521,False
34,02/04/2010,50.07,2.74,,,,,,126.6034839,9.593,False
34,09/04/2010,51.26,2.773,,,,,,126.6019032,9.593,False
34,16/04/2010,59.18,2.81,,,,,,126.5621,9.593,False
34,23/04/2010,55.04,2.805,,,,,,126.4713333,9.593,False
34,30/04/2010,56.58,2.787,,,,,,126.3805667,9.593,False
34,07/05/2010,57.39,2.836,,,,,,126.2898,9.593,False
34,14/05/2010,60.74,2.845,,,,,,126.2085484,9.593,False
34,21/05/2010,63.99,2.82,,,,,,126.1843871,9.593,False
34,28/05/2010,68.68,2.756,,,,,,126.1602258,9.593,False
34,04/06/2010,72.17,2.701,,,,,,126.1360645,9.593,False
34,11/06/2010,80.84,2.668,,,,,,126.1119032,9.593,False
34,18/06/2010,73.48,2.635,,,,,,126.114,9.593,False
34,25/06/2010,78.47,2.654,,,,,,126.1266,9.593,False
34,02/07/2010,73.66,2.668,,,,,,126.1392,9.816,False
34,09/07/2010,75.0,2.637,,,,,,126.1518,9.816,False
34,16/07/2010,78.53,2.621,,,,,,126.1498065,9.816,False
34,23/07/2010,79.58,2.612,,,,,,126.1283548,9.816,False
34,30/07/2010,72.26,2.65,,,,,,126.1069032,9.816,False
34,06/08/2010,73.8,2.64,,,,,,126.0854516,9.816,False
34,13/08/2010,76.72,2.698,,,,,,126.064,9.816,False
34,20/08/2010,76.45,2.671,,,,,,126.0766452,9.816,False
34,27/08/2010,72.87,2.621,,,,,,126.0892903,9.816,False
34,03/09/2010,72.59,2.584,,,,,,126.1019355,9.816,False
34,10/09/2010,72.61,2.574,,,,,,126.1145806,9.816,True
34,17/09/2010,70.71,2.594,,,,,,126.1454667,9.816,False
34,24/09/2010,69.78,2.642,,,,,,126.1900333,9.816,False
34,01/10/2010,70.13,2.619,,,,,,126.2346,10.21,False
34,08/10/2010,65.21,2.645,,,,,,126.2791667,10.21,False
34,15/10/2010,59.57,2.732,,,,,,126.3266774,10.21,False
34,22/10/2010,58.11,2.736,,,,,,126.3815484,10.21,False
34,29/10/2010,50.78,2.718,,,,,,126.4364194,10.21,False
34,05/11/2010,52.43,2.699,,,,,,126.4912903,10.21,False
34,12/11/2010,47.2,2.741,,,,,,126.5461613,10.21,False
34,19/11/2010,40.93,2.78,,,,,,126.6072,10.21,False
34,26/11/2010,41.13,2.752,,,,,,126.6692667,10.21,True
34,03/12/2010,34.7,2.727,,,,,,126.7313333,10.21,False
34,10/12/2010,41.93,2.86,,,,,,126.7934,10.21,False
34,17/12/2010,42.64,2.884,,,,,,126.8794839,10.21,False
34,24/12/2010,42.74,2.887,,,,,,126.9835806,10.21,False
34,31/12/2010,34.11,2.955,,,,,,127.0876774,10.21,True
34,07/01/2011,24.5,2.98,,,,,,127.1917742,10.398,False
34,14/01/2011,30.75,2.992,,,,,,127.3009355,10.398,False
34,21/01/2011,39.57,3.017,,,,,,127.4404839,10.398,False
34,28/01/2011,34.68,3.022,,,,,,127.5800323,10.398,False
34,04/02/2011,23.82,2.996,,,,,,127.7195806,10.398,False
34,11/02/2011,28.66,3.033,,,,,,127.859129,10.398,True
34,18/02/2011,45.12,3.058,,,,,,127.99525,10.398,False
34,25/02/2011,44.57,3.087,,,,,,128.13,10.398,False
34,04/03/2011,46.21,3.305,,,,,,128.26475,10.398,False
34,11/03/2011,45.87,3.461,,,,,,128.3995,10.398,False
34,18/03/2011,55.58,3.495,,,,,,128.5121935,10.398,False
34,25/03/2011,53.11,3.48,,,,,,128.6160645,10.398,False
34,01/04/2011,55.46,3.521,,,,,,128.7199355,10.581,False
34,08/04/2011,58.59,3.605,,,,,,128.8238065,10.581,False
34,15/04/2011,53.3,3.724,,,,,,128.9107333,10.581,False
34,22/04/2011,63.83,3.781,,,,,,128.9553,10.581,False
34,29/04/2011,57.73,3.781,,,,,,128.9998667,10.581,False
34,06/05/2011,54.4,3.866,,,,,,129.0444333,10.581,False
34,13/05/2011,63.05,3.872,,,,,,129.089,10.581,False
34,20/05/2011,61.47,3.881,,,,,,129.0756774,10.581,False
34,27/05/2011,65.99,3.771,,,,,,129.0623548,10.581,False
34,03/06/2011,74.64,3.683,,,,,,129.0490323,10.581,False
34,10/06/2011,74.57,3.64,,,,,,129.0357097,10.581,False
34,17/06/2011,76.58,3.618,,,,,,129.0432,10.581,False
34,24/06/2011,77.16,3.57,,,,,,129.0663,10.581,False
34,01/07/2011,81.96,3.504,,,,,,129.0894,10.641,False
34,08/07/2011,80.84,3.469,,,,,,129.1125,10.641,False
34,15/07/2011,78.09,3.563,,,,,,129.1338387,10.641,False
34,22/07/2011,80.75,3.627,,,,,,129.1507742,10.641,False
34,29/07/2011,78.04,3.659,,,,,,129.1677097,10.641,False
34,05/08/2011,76.71,3.662,,,,,,129.1846452,10.641,False
34,12/08/2011,80.23,3.617,,,,,,129.2015806,10.641,False
34,19/08/2011,77.08,3.55,,,,,,129.2405806,10.641,False
34,26/08/2011,77.27,3.523,,,,,,129.2832581,10.641,False
34,02/09/2011,78.24,3.533,,,,,,129.3259355,10.641,False
34,09/09/2011,70.05,3.554,,,,,,129.3686129,10.641,True
34,16/09/2011,64.94,3.532,,,,,,129.4306,10.641,False
