Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
6,28/10/2011,69.51,3.372,,,,,,219.237049,6.551,False
6,04/11/2011,58.54,3.332,,,,,,219.4000812,6.551,False
6,11/11/2011,61.33,3.297,12590.41,2173.66,123.2,3108.55,5416.96,219.5631135,6.551,False
6,18/11/2011,63.89,3.308,4649.8,304.36,205.38,687.88,7949.26,219.7897137,6.551,False
6,25/11/2011,62.78,3.236,429.03,171.88,83192.81,15.0,986.23,220.0417412,6.551,True
6,02/12/2011,51.18,3.172,6264.18,74.94,2885.14,3904.82,27272.53,220.2937686,6.551,False
6,09/12/2011,43.64,3.158,5473.33,42.0,282.45,4436.51,11311.24,220.5457961,6.551,False
6,16/12/2011,53.27,3.159,7070.01,27.0,603.98,508.56,4788.85,220.7671856,6.551,False
6,23/12/2011,49.45,3.112,2143.54,55.54,1417.2,23.41,5336.5,220.9477245,6.551,False
6,30/12/2011,46.8,3.129,6098.54,82881.16,326.68,814.58,2728.99,221.1282634,6.551,True
6,06/01/2012,50.82,3.157,3220.17,32056.43,108.24,985.76,6650.63,221.3088023,6.132,False
6,13/01/2012,48.33,3.261,4779.48,11967.81,65.72,575.13,4512.18,221.4893412,6.132,False
6,20/01/2012,55.37,3.268,3413.91,1540.99,33.02,449.06,6587.63,221.5831306,6.132,False
6,27/01/2012,53.95,3.29,1510.59,630.92,37.1,17.0,2641.9,221.6769199,6.132,False
6,03/02/2012,57.45,3.36,36848.38,1772.68,161.55,28199.34,7151.33,221.7707093,6.132,False
6,10/02/2012,48.58,3.409,12635.19,5694.76,68.45,8976.17,6779.43,221.8644987,6.132,True
6,17/02/2012,49.03,3.51,13182.32,15299.89,12.82,6129.29,7603.05,222.026359,6.132,False
6,24/02/2012,59.17,3.555,9198.08,8878.31,10.6,642.13,5539.68,222.2392726,6.132,False
6,02/03/2012,60.32,3.63,20243.99,618.72,14.35,9687.4,4968.92,222.4521862,6.132,False
6,09/03/2012,57.89,3.669,7731.19,445.6,4.19,446.42,5729.67,222.6650998,6.132,False
6,16/03/2012,62.8,3.734,7034.05,103.68,4.59,2231.64,2062.04,222.8186603,6.132,False
6,23/03/2012,63.71,3.787,4928.84,57.72,10.95,664.8,3968.26,222.8930835,6.132,False
6,30/03/2012,67.91,3.845,12063.62,6.78,16.5,1859.67,3535.25,222.9675066,6.132,False
6,06/04/2012,71.6,3.891,9199.63,,24.6,4044.88,4314.27,223.0419298,5.964,False
6,13/04/2012,71.29,3.891,4634.18,6968.14,18.04,1544.21,2875.46,223.1163529,5.964,False
6,20/04/2012,68.64,3.877,2326.27,2591.86,14.79,81.42,3663.48,223.17092,5.964,False
